"","ID","group","captcha","mTurkCode","loopOrder","question","answer_learn","accuracy_learn","confidence_learn","submit_time_learn","clicks_learn","answer_test","accuracy_test","confidence_test","submit_time_test","clicks","veracity","session","RWA","AOT","IH","CRT","CRT_old","CRT_new","income","fluent","anxiety","effort","age","gender","edu","conservatism_social","conservatism_economic","conservatism","IH_bin","CRT_bin","RWA_bin","Confidence_bin5","Confidence_ord"
"108","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A108_Q1",2,0,45,5.779,2,2,0,100,6.4,2,1,"2",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","3",3
"111","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A111_Q1",1,1,100,3.723,2,1,1,100,4.7,2,1,"1",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","5",5
"112","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A112_Q1",1,1,100,6.898,2,1,1,100,7.326,2,1,"2",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","5",5
"113","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A113_Q1",1,1,100,4.958,2,1,1,100,4.259,2,1,"1",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","5",5
"114","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A114_Q1",1,1,100,5.818,2,1,1,82,5.467,2,1,"2",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","5",5
"115","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A115_Q1",1,1,100,4.729,2,1,1,100,8.887,2,1,"1",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","5",5
"119","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A119_Q1",2,0,100,4.146,2,1,1,100,3.729,2,1,"1",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","5",5
"120","A1N7O7E8HC03D8","A_B","HE3X6",5316,",""Mixing bleach and ammonia is dangerous."",""Chameleons change color to match the object or surface they are touching."",""The ozone laye","A120_Q1",1,1,100,4.58,3,1,1,100,5.993,3,1,"2",3.266666667,5.285714286,3.833333333,0.714285714,1,0.5,5,1,8,15,37,0,6,5,5,5,"low","low","high","5",5
"364","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A1_Q1",2,1,60,5.227,3,2,1,100,3.764,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"365","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A2_Q1",2,1,100,3.033,2,2,1,100,3.02,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"366","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A3_Q1",1,0,76,4.891,2,2,1,85,4.085,5,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"367","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A4_Q1",1,0,100,3.966,3,2,1,46,3.629,4,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"368","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A5_Q1",2,1,78,3.997,5,2,1,100,3.788,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"369","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A6_Q1",2,1,81,5.03,3,2,1,100,3.965,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"370","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A7_Q1",1,0,57,3.717,4,2,1,100,3.837,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"371","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A8_Q1",1,0,90,3.855,2,1,0,89,3.102,3,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"372","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A9_Q1",1,0,69,3.356,2,2,1,51,4.451,3,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"373","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A10_Q1",2,1,92,4.093,2,2,1,93,3.059,3,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"374","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A11_Q1",2,1,100,4.319,4,2,1,100,3.458,4,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"376","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A13_Q1",2,1,20,5.043,2,2,1,78,4.494,3,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","1",1
"377","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A14_Q1",2,1,73,4.814,2,2,1,40,3.687,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"378","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A15_Q1",2,1,75,4.163,4,2,1,100,3.521,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"379","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A16_Q1",1,0,70,3.349,3,2,1,43,4.517,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"380","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A17_Q1",2,1,100,4.39,3,2,1,100,3.981,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"381","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A18_Q1",1,0,70,3.248,4,2,1,70,3.858,3,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"382","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A19_Q1",1,0,85,4.376,3,2,1,100,3.33,3,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"383","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A20_Q1",1,0,65,5.385,6,2,1,76,4.248,5,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"384","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A21_Q1",2,1,85,4.919,5,2,1,100,3.514,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"385","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A22_Q1",2,1,80,4.888,2,2,1,100,6.402,6,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"386","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A23_Q1",2,1,78,4.365,2,2,1,100,3.38,4,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"387","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A24_Q1",1,0,77,3.64,3,2,1,41,6.073,3,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"389","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A26_Q1",2,1,27,4.018,5,2,1,100,5.885,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","2",2
"390","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A27_Q1",2,1,87,3.197,2,2,1,100,3.579,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"391","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A28_Q1",2,1,31,4.533,3,2,1,46,5.922,3,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","2",2
"392","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A29_Q1",2,1,100,3.731,2,2,1,100,3.975,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"393","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A30_Q1",2,1,36,5.082,3,1,0,57,5.114,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","2",2
"394","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A31_Q1",1,0,60,5.958,4,2,1,70,3.744,3,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"396","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A33_Q1",2,1,100,3.81,4,2,1,100,3.471,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"397","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A34_Q1",2,1,73,4.674,4,2,1,100,3.433,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"398","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A35_Q1",1,0,100,3.699,2,2,1,100,3.402,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"399","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A36_Q1",2,1,79,3.189,2,2,1,100,3.452,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"400","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A37_Q1",1,0,60,7.045,3,2,1,56,3.413,3,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"401","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A38_Q1",1,0,92,3.345,2,1,0,75,6.398,9,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"402","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A39_Q1",1,0,100,3.318,3,2,1,100,6.969,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"403","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A40_Q1",1,0,88,4.461,3,2,1,66,7.5,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"404","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A41_Q1",1,0,83,4.24,2,1,0,86,3.325,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"405","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A42_Q1",2,1,95,5.698,3,2,1,72,3.395,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"406","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A43_Q1",2,1,84,5.027,2,2,1,100,3.005,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"407","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A44_Q1",1,0,100,3.171,2,1,0,79,5.297,3,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"408","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A45_Q1",1,0,75,4.709,3,2,1,70,3.579,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"409","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A46_Q1",2,1,87,5.426,2,2,1,81,6.268,4,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"410","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A47_Q1",2,1,76,3.604,3,2,1,100,6.66,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"411","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A48_Q1",1,0,21,5.581,3,1,0,74,3.696,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","2",2
"412","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A49_Q1",1,0,81,4.213,3,2,1,100,4.258,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"413","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A50_Q1",2,1,88,3.364,2,2,1,51,4.638,4,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"414","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A51_Q1",1,0,57,4.096,2,1,0,71,3.712,3,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"415","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A52_Q1",1,0,56,5.731,7,2,1,100,4.867,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"417","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A54_Q1",1,0,55,3.473,3,2,1,69,5.44,4,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"419","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A56_Q1",1,0,60,5.296,2,1,0,82,3.821,3,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"420","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A57_Q1",1,0,100,5.263,3,2,1,100,3.16,2,2,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"421","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A58_Q1",2,1,97,6.178,2,2,1,75,5.665,2,2,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
